model_id,instrument_id,contract_id,decision_time,signal_available_at,label_start,label_end,label_available_at,signal,forward_return
ES-model,ES,ES-synthetic,2025-01-11T00:00:00Z,2025-01-11T00:00:00Z,2025-01-11T00:00:00Z,2025-01-12T00:00:00Z,2025-01-12T00:00:00Z,1.509846390443887,-0.021401855955685212
ES-model,ES,ES-synthetic,2025-01-12T00:00:00Z,2025-01-12T00:00:00Z,2025-01-12T00:00:00Z,2025-01-13T00:00:00Z,2025-01-13T00:00:00Z,0.16254017540051913,-0.030116286423649878
ES-model,ES,ES-synthetic,2025-01-13T00:00:00Z,2025-01-13T00:00:00Z,2025-01-13T00:00:00Z,2025-01-14T00:00:00Z,2025-01-14T00:00:00Z,0.6332918133761439,-0.020544916939420843
ES-model,ES,ES-synthetic,2025-01-14T00:00:00Z,2025-01-14T00:00:00Z,2025-01-14T00:00:00Z,2025-01-15T00:00:00Z,2025-01-15T00:00:00Z,-1.832764005113554,-0.01887136744353375
ES-model,ES,ES-synthetic,2025-01-15T00:00:00Z,2025-01-15T00:00:00Z,2025-01-15T00:00:00Z,2025-01-16T00:00:00Z,2025-01-16T00:00:00Z,-2.6296742596510363,-0.018477264398410922
ES-model,ES,ES-synthetic,2025-01-16T00:00:00Z,2025-01-16T00:00:00Z,2025-01-16T00:00:00Z,2025-01-17T00:00:00Z,2025-01-17T00:00:00Z,-1.5150611168279235,-0.01388409700002317
ES-model,ES,ES-synthetic,2025-01-17T00:00:00Z,2025-01-17T00:00:00Z,2025-01-17T00:00:00Z,2025-01-18T00:00:00Z,2025-01-18T00:00:00Z,-0.8521832750051033,-0.021374926137311484
ES-model,ES,ES-synthetic,2025-01-18T00:00:00Z,2025-01-18T00:00:00Z,2025-01-18T00:00:00Z,2025-01-19T00:00:00Z,2025-01-19T00:00:00Z,-1.9352219355335087,-0.02002562451046603
ES-model,ES,ES-synthetic,2025-01-19T00:00:00Z,2025-01-19T00:00:00Z,2025-01-19T00:00:00Z,2025-01-20T00:00:00Z,2025-01-20T00:00:00Z,-2.0882340723882034,-0.028572755842680063
ES-model,ES,ES-synthetic,2025-01-20T00:00:00Z,2025-01-20T00:00:00Z,2025-01-20T00:00:00Z,2025-01-21T00:00:00Z,2025-01-21T00:00:00Z,-1.9724704656447758,-0.015140705773612413
ES-model,ES,ES-synthetic,2025-01-21T00:00:00Z,2025-01-21T00:00:00Z,2025-01-21T00:00:00Z,2025-01-22T00:00:00Z,2025-01-22T00:00:00Z,-3.8846898883708594,-0.014165854453515467
ES-model,ES,ES-synthetic,2025-01-22T00:00:00Z,2025-01-22T00:00:00Z,2025-01-22T00:00:00Z,2025-01-23T00:00:00Z,2025-01-23T00:00:00Z,-2.838320038492409,-0.02065887581160194
ES-model,ES,ES-synthetic,2025-01-23T00:00:00Z,2025-01-23T00:00:00Z,2025-01-23T00:00:00Z,2025-01-24T00:00:00Z,2025-01-24T00:00:00Z,-0.9135141572705268,-0.006186064845865838
ES-model,ES,ES-synthetic,2025-01-24T00:00:00Z,2025-01-24T00:00:00Z,2025-01-24T00:00:00Z,2025-01-25T00:00:00Z,2025-01-25T00:00:00Z,-0.8986686450533931,0.0009337977851299012
ES-model,ES,ES-synthetic,2025-01-25T00:00:00Z,2025-01-25T00:00:00Z,2025-01-25T00:00:00Z,2025-01-26T00:00:00Z,2025-01-26T00:00:00Z,-1.8612847740209761,-0.0038122957826722615
ES-model,ES,ES-synthetic,2025-01-26T00:00:00Z,2025-01-26T00:00:00Z,2025-01-26T00:00:00Z,2025-01-27T00:00:00Z,2025-01-27T00:00:00Z,-1.8868296764786856,0.003902820402435475
ES-model,ES,ES-synthetic,2025-01-27T00:00:00Z,2025-01-27T00:00:00Z,2025-01-27T00:00:00Z,2025-01-28T00:00:00Z,2025-01-28T00:00:00Z,-0.4021011967806143,0.014187552874311265
ES-model,ES,ES-synthetic,2025-01-28T00:00:00Z,2025-01-28T00:00:00Z,2025-01-28T00:00:00Z,2025-01-29T00:00:00Z,2025-01-29T00:00:00Z,0.4171393487444221,0.018086145435039936
ES-model,ES,ES-synthetic,2025-01-29T00:00:00Z,2025-01-29T00:00:00Z,2025-01-29T00:00:00Z,2025-01-30T00:00:00Z,2025-01-30T00:00:00Z,1.700833310351847,-0.007891821712651655
ES-model,ES,ES-synthetic,2025-01-30T00:00:00Z,2025-01-30T00:00:00Z,2025-01-30T00:00:00Z,2025-01-31T00:00:00Z,2025-01-31T00:00:00Z,0.8602036686634813,-0.01422847208960269
ES-model,ES,ES-synthetic,2025-01-31T00:00:00Z,2025-01-31T00:00:00Z,2025-01-31T00:00:00Z,2025-02-01T00:00:00Z,2025-02-01T00:00:00Z,3.6075455044286073,-0.025460387903027
ES-model,ES,ES-synthetic,2025-02-01T00:00:00Z,2025-02-01T00:00:00Z,2025-02-01T00:00:00Z,2025-02-02T00:00:00Z,2025-02-02T00:00:00Z,0.7806206091214376,-0.02892012905601013
ES-model,ES,ES-synthetic,2025-02-02T00:00:00Z,2025-02-02T00:00:00Z,2025-02-02T00:00:00Z,2025-02-03T00:00:00Z,2025-02-03T00:00:00Z,0.26459359235757307,-0.0032764052354618467
ES-model,ES,ES-synthetic,2025-02-03T00:00:00Z,2025-02-03T00:00:00Z,2025-02-03T00:00:00Z,2025-02-04T00:00:00Z,2025-02-04T00:00:00Z,0.743039457007785,0.0003084148309245352
ES-model,ES,ES-synthetic,2025-02-04T00:00:00Z,2025-02-04T00:00:00Z,2025-02-04T00:00:00Z,2025-02-05T00:00:00Z,2025-02-05T00:00:00Z,1.1739322454892194,0.004637668167128135
ES-model,ES,ES-synthetic,2025-02-05T00:00:00Z,2025-02-05T00:00:00Z,2025-02-05T00:00:00Z,2025-02-06T00:00:00Z,2025-02-06T00:00:00Z,1.5678287109221638,0.015926608858280535
ES-model,ES,ES-synthetic,2025-02-06T00:00:00Z,2025-02-06T00:00:00Z,2025-02-06T00:00:00Z,2025-02-07T00:00:00Z,2025-02-07T00:00:00Z,-0.6982317815030303,0.012187364000401973
ES-model,ES,ES-synthetic,2025-02-07T00:00:00Z,2025-02-07T00:00:00Z,2025-02-07T00:00:00Z,2025-02-08T00:00:00Z,2025-02-08T00:00:00Z,-1.066411922530692,0.02296407863180928
ES-model,ES,ES-synthetic,2025-02-08T00:00:00Z,2025-02-08T00:00:00Z,2025-02-08T00:00:00Z,2025-02-09T00:00:00Z,2025-02-09T00:00:00Z,-0.7747621246882939,0.0011416097140974938
ES-model,ES,ES-synthetic,2025-02-09T00:00:00Z,2025-02-09T00:00:00Z,2025-02-09T00:00:00Z,2025-02-10T00:00:00Z,2025-02-10T00:00:00Z,-0.6198136913014793,0.009850790817341873
ES-model,ES,ES-synthetic,2025-02-10T00:00:00Z,2025-02-10T00:00:00Z,2025-02-10T00:00:00Z,2025-02-11T00:00:00Z,2025-02-11T00:00:00Z,-1.1920608835663278,0.013218789472675239
ES-model,ES,ES-synthetic,2025-02-11T00:00:00Z,2025-02-11T00:00:00Z,2025-02-11T00:00:00Z,2025-02-12T00:00:00Z,2025-02-12T00:00:00Z,0.34229176132503114,0.004492319707391614
ES-model,ES,ES-synthetic,2025-02-12T00:00:00Z,2025-02-12T00:00:00Z,2025-02-12T00:00:00Z,2025-02-13T00:00:00Z,2025-02-13T00:00:00Z,-0.4908712347952705,-0.007594540084774884
ES-model,ES,ES-synthetic,2025-02-13T00:00:00Z,2025-02-13T00:00:00Z,2025-02-13T00:00:00Z,2025-02-14T00:00:00Z,2025-02-14T00:00:00Z,0.9292246462304121,0.009296865399445827
ES-model,ES,ES-synthetic,2025-02-14T00:00:00Z,2025-02-14T00:00:00Z,2025-02-14T00:00:00Z,2025-02-15T00:00:00Z,2025-02-15T00:00:00Z,-0.06813006343793981,0.0066690677280017395
ES-model,ES,ES-synthetic,2025-02-15T00:00:00Z,2025-02-15T00:00:00Z,2025-02-15T00:00:00Z,2025-02-16T00:00:00Z,2025-02-16T00:00:00Z,-0.21523422381872637,0.010164180730025247
ES-model,ES,ES-synthetic,2025-02-16T00:00:00Z,2025-02-16T00:00:00Z,2025-02-16T00:00:00Z,2025-02-17T00:00:00Z,2025-02-17T00:00:00Z,-1.711340860409996,0.015645384436686213
ES-model,ES,ES-synthetic,2025-02-17T00:00:00Z,2025-02-17T00:00:00Z,2025-02-17T00:00:00Z,2025-02-18T00:00:00Z,2025-02-18T00:00:00Z,-0.665938164213683,0.019628073588230547
ES-model,ES,ES-synthetic,2025-02-18T00:00:00Z,2025-02-18T00:00:00Z,2025-02-18T00:00:00Z,2025-02-19T00:00:00Z,2025-02-19T00:00:00Z,-0.10542033694358804,0.030050465133070872
ES-model,ES,ES-synthetic,2025-02-19T00:00:00Z,2025-02-19T00:00:00Z,2025-02-19T00:00:00Z,2025-02-20T00:00:00Z,2025-02-20T00:00:00Z,0.08083058943292563,0.01674167626456416
ES-model,ES,ES-synthetic,2025-02-20T00:00:00Z,2025-02-20T00:00:00Z,2025-02-20T00:00:00Z,2025-02-21T00:00:00Z,2025-02-21T00:00:00Z,0.8396121098369399,0.02383800712574967
ES-model,ES,ES-synthetic,2025-02-21T00:00:00Z,2025-02-21T00:00:00Z,2025-02-21T00:00:00Z,2025-02-22T00:00:00Z,2025-02-22T00:00:00Z,0.9777940258634388,0.026304967619898926
ES-model,ES,ES-synthetic,2025-02-22T00:00:00Z,2025-02-22T00:00:00Z,2025-02-22T00:00:00Z,2025-02-23T00:00:00Z,2025-02-23T00:00:00Z,-0.0000771231029398356,0.020148035063158418
ES-model,ES,ES-synthetic,2025-02-23T00:00:00Z,2025-02-23T00:00:00Z,2025-02-23T00:00:00Z,2025-02-24T00:00:00Z,2025-02-24T00:00:00Z,0.4613495775624295,0.020473843577547442
ES-model,ES,ES-synthetic,2025-02-24T00:00:00Z,2025-02-24T00:00:00Z,2025-02-24T00:00:00Z,2025-02-25T00:00:00Z,2025-02-25T00:00:00Z,1.6001333080021896,0.0030386028863385417
ES-model,ES,ES-synthetic,2025-02-25T00:00:00Z,2025-02-25T00:00:00Z,2025-02-25T00:00:00Z,2025-02-26T00:00:00Z,2025-02-26T00:00:00Z,4.57886021562107,0.009744968160892353
ES-model,ES,ES-synthetic,2025-02-26T00:00:00Z,2025-02-26T00:00:00Z,2025-02-26T00:00:00Z,2025-02-27T00:00:00Z,2025-02-27T00:00:00Z,2.012612833060495,0.0035712887340565
ES-model,ES,ES-synthetic,2025-02-27T00:00:00Z,2025-02-27T00:00:00Z,2025-02-27T00:00:00Z,2025-02-28T00:00:00Z,2025-02-28T00:00:00Z,0.050886324283922146,-0.007994475021047071
ES-model,ES,ES-synthetic,2025-02-28T00:00:00Z,2025-02-28T00:00:00Z,2025-02-28T00:00:00Z,2025-03-01T00:00:00Z,2025-03-01T00:00:00Z,-0.512183976682829,-0.011900467115966453
ES-model,ES,ES-synthetic,2025-03-01T00:00:00Z,2025-03-01T00:00:00Z,2025-03-01T00:00:00Z,2025-03-02T00:00:00Z,2025-03-02T00:00:00Z,-0.18201198239555894,-0.00811885220073985
ES-model,ES,ES-synthetic,2025-03-02T00:00:00Z,2025-03-02T00:00:00Z,2025-03-02T00:00:00Z,2025-03-03T00:00:00Z,2025-03-03T00:00:00Z,-0.87010734811453,0.00434602313395008
ES-model,ES,ES-synthetic,2025-03-03T00:00:00Z,2025-03-03T00:00:00Z,2025-03-03T00:00:00Z,2025-03-04T00:00:00Z,2025-03-04T00:00:00Z,-0.12181603210436653,0.004840635544347652
ES-model,ES,ES-synthetic,2025-03-04T00:00:00Z,2025-03-04T00:00:00Z,2025-03-04T00:00:00Z,2025-03-05T00:00:00Z,2025-03-05T00:00:00Z,1.0058766520139404,-0.0017910807062021124
ES-model,ES,ES-synthetic,2025-03-05T00:00:00Z,2025-03-05T00:00:00Z,2025-03-05T00:00:00Z,2025-03-06T00:00:00Z,2025-03-06T00:00:00Z,0.17414795723548415,0.009184817149752
ES-model,ES,ES-synthetic,2025-03-06T00:00:00Z,2025-03-06T00:00:00Z,2025-03-06T00:00:00Z,2025-03-07T00:00:00Z,2025-03-07T00:00:00Z,-1.0412262478803935,0.0019777783249383825
ES-model,ES,ES-synthetic,2025-03-07T00:00:00Z,2025-03-07T00:00:00Z,2025-03-07T00:00:00Z,2025-03-08T00:00:00Z,2025-03-08T00:00:00Z,1.2428283352579088,0.011161159729893738
ES-model,ES,ES-synthetic,2025-03-08T00:00:00Z,2025-03-08T00:00:00Z,2025-03-08T00:00:00Z,2025-03-09T00:00:00Z,2025-03-09T00:00:00Z,0.33440243363613414,-0.007500948196716809
ES-model,ES,ES-synthetic,2025-03-09T00:00:00Z,2025-03-09T00:00:00Z,2025-03-09T00:00:00Z,2025-03-10T00:00:00Z,2025-03-10T00:00:00Z,0.9906664749748463,0.003944543155487521
ES-model,ES,ES-synthetic,2025-03-10T00:00:00Z,2025-03-10T00:00:00Z,2025-03-10T00:00:00Z,2025-03-11T00:00:00Z,2025-03-11T00:00:00Z,0.21246130847347394,0.0017961818398564977
ES-model,ES,ES-synthetic,2025-03-11T00:00:00Z,2025-03-11T00:00:00Z,2025-03-11T00:00:00Z,2025-03-12T00:00:00Z,2025-03-12T00:00:00Z,-1.703368882843266,-0.009116519223032653
ES-model,ES,ES-synthetic,2025-03-12T00:00:00Z,2025-03-12T00:00:00Z,2025-03-12T00:00:00Z,2025-03-13T00:00:00Z,2025-03-13T00:00:00Z,-0.9011402159522706,-0.0058526347185814
ES-model,ES,ES-synthetic,2025-03-13T00:00:00Z,2025-03-13T00:00:00Z,2025-03-13T00:00:00Z,2025-03-14T00:00:00Z,2025-03-14T00:00:00Z,0.20603639065029433,-0.0015157650798419647
ES-model,ES,ES-synthetic,2025-03-14T00:00:00Z,2025-03-14T00:00:00Z,2025-03-14T00:00:00Z,2025-03-15T00:00:00Z,2025-03-15T00:00:00Z,0.8543669792030516,-0.005601085504335304
ES-model,ES,ES-synthetic,2025-03-15T00:00:00Z,2025-03-15T00:00:00Z,2025-03-15T00:00:00Z,2025-03-16T00:00:00Z,2025-03-16T00:00:00Z,-0.6799408297841951,0.00019132696288339608
ES-model,ES,ES-synthetic,2025-03-16T00:00:00Z,2025-03-16T00:00:00Z,2025-03-16T00:00:00Z,2025-03-17T00:00:00Z,2025-03-17T00:00:00Z,0.3303128237738471,-0.002357810536081057
ES-model,ES,ES-synthetic,2025-03-17T00:00:00Z,2025-03-17T00:00:00Z,2025-03-17T00:00:00Z,2025-03-18T00:00:00Z,2025-03-18T00:00:00Z,-0.18589172749625568,-0.009027792378955363
ES-model,ES,ES-synthetic,2025-03-18T00:00:00Z,2025-03-18T00:00:00Z,2025-03-18T00:00:00Z,2025-03-19T00:00:00Z,2025-03-19T00:00:00Z,-2.1411846280973883,-0.0027802826455228537
ES-model,ES,ES-synthetic,2025-03-19T00:00:00Z,2025-03-19T00:00:00Z,2025-03-19T00:00:00Z,2025-03-20T00:00:00Z,2025-03-20T00:00:00Z,-0.23852114616365472,-0.009763212543273494
ES-model,ES,ES-synthetic,2025-03-20T00:00:00Z,2025-03-20T00:00:00Z,2025-03-20T00:00:00Z,2025-03-21T00:00:00Z,2025-03-21T00:00:00Z,0.14268315340171125,0.0007168407125800787
ES-model,ES,ES-synthetic,2025-03-21T00:00:00Z,2025-03-21T00:00:00Z,2025-03-21T00:00:00Z,2025-03-22T00:00:00Z,2025-03-22T00:00:00Z,1.0392431766730683,0.013328988261409604
ES-model,ES,ES-synthetic,2025-03-22T00:00:00Z,2025-03-22T00:00:00Z,2025-03-22T00:00:00Z,2025-03-23T00:00:00Z,2025-03-23T00:00:00Z,0.23830339637521086,0.011674769478150684
ES-model,ES,ES-synthetic,2025-03-23T00:00:00Z,2025-03-23T00:00:00Z,2025-03-23T00:00:00Z,2025-03-24T00:00:00Z,2025-03-24T00:00:00Z,-0.9361606152498603,0.02282768531716714
ES-model,ES,ES-synthetic,2025-03-24T00:00:00Z,2025-03-24T00:00:00Z,2025-03-24T00:00:00Z,2025-03-25T00:00:00Z,2025-03-25T00:00:00Z,-0.47503866711407805,0.013544215580132612
ES-model,ES,ES-synthetic,2025-03-25T00:00:00Z,2025-03-25T00:00:00Z,2025-03-25T00:00:00Z,2025-03-26T00:00:00Z,2025-03-26T00:00:00Z,-0.6752182432195695,0.00007883094820542197
ES-model,ES,ES-synthetic,2025-03-26T00:00:00Z,2025-03-26T00:00:00Z,2025-03-26T00:00:00Z,2025-03-27T00:00:00Z,2025-03-27T00:00:00Z,1.375053723846071,0.010148742625707188
ES-model,ES,ES-synthetic,2025-03-27T00:00:00Z,2025-03-27T00:00:00Z,2025-03-27T00:00:00Z,2025-03-28T00:00:00Z,2025-03-28T00:00:00Z,-1.2477737490745735,-0.004469362868876946
ES-model,ES,ES-synthetic,2025-03-28T00:00:00Z,2025-03-28T00:00:00Z,2025-03-28T00:00:00Z,2025-03-29T00:00:00Z,2025-03-29T00:00:00Z,-0.6440628718183695,0.0020803069746051
ES-model,ES,ES-synthetic,2025-03-29T00:00:00Z,2025-03-29T00:00:00Z,2025-03-29T00:00:00Z,2025-03-30T00:00:00Z,2025-03-30T00:00:00Z,-0.5648635091830829,0.0020000927666622517
ES-model,ES,ES-synthetic,2025-03-30T00:00:00Z,2025-03-30T00:00:00Z,2025-03-30T00:00:00Z,2025-03-31T00:00:00Z,2025-03-31T00:00:00Z,-0.011071676601972169,0.00001674652313465041
ES-model,ES,ES-synthetic,2025-03-31T00:00:00Z,2025-03-31T00:00:00Z,2025-03-31T00:00:00Z,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z,-0.09977243870337932,-0.003392171411528792
ES-model,ES,ES-synthetic,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z,2025-04-01T00:00:00Z,2025-04-02T00:00:00Z,2025-04-02T00:00:00Z,1.2751948570244014,0.009956942284519519
ES-model,ES,ES-synthetic,2025-04-02T00:00:00Z,2025-04-02T00:00:00Z,2025-04-02T00:00:00Z,2025-04-03T00:00:00Z,2025-04-03T00:00:00Z,1.1725617853997605,0.016130706301959726
ES-model,ES,ES-synthetic,2025-04-03T00:00:00Z,2025-04-03T00:00:00Z,2025-04-03T00:00:00Z,2025-04-04T00:00:00Z,2025-04-04T00:00:00Z,-0.3543543058154893,0.0019973016369455405
ES-model,ES,ES-synthetic,2025-04-04T00:00:00Z,2025-04-04T00:00:00Z,2025-04-04T00:00:00Z,2025-04-05T00:00:00Z,2025-04-05T00:00:00Z,-1.116868809876145,-0.0011945234857210607
ES-model,ES,ES-synthetic,2025-04-05T00:00:00Z,2025-04-05T00:00:00Z,2025-04-05T00:00:00Z,2025-04-06T00:00:00Z,2025-04-06T00:00:00Z,0.4224475038309684,0.0031102257870819572
ES-model,ES,ES-synthetic,2025-04-06T00:00:00Z,2025-04-06T00:00:00Z,2025-04-06T00:00:00Z,2025-04-07T00:00:00Z,2025-04-07T00:00:00Z,1.017234164134202,0.005725896060162654
ES-model,ES,ES-synthetic,2025-04-07T00:00:00Z,2025-04-07T00:00:00Z,2025-04-07T00:00:00Z,2025-04-08T00:00:00Z,2025-04-08T00:00:00Z,0.6879935824974601,-0.006109295892632319
ES-model,ES,ES-synthetic,2025-04-08T00:00:00Z,2025-04-08T00:00:00Z,2025-04-08T00:00:00Z,2025-04-09T00:00:00Z,2025-04-09T00:00:00Z,0.791957814429281,-0.0024714385694355194
ES-model,ES,ES-synthetic,2025-04-09T00:00:00Z,2025-04-09T00:00:00Z,2025-04-09T00:00:00Z,2025-04-10T00:00:00Z,2025-04-10T00:00:00Z,0.659732986554058,-0.007992104256899848
ES-model,ES,ES-synthetic,2025-04-10T00:00:00Z,2025-04-10T00:00:00Z,2025-04-10T00:00:00Z,2025-04-11T00:00:00Z,2025-04-11T00:00:00Z,1.162637403192385,-0.005384806132733884
ES-model,ES,ES-synthetic,2025-04-11T00:00:00Z,2025-04-11T00:00:00Z,2025-04-11T00:00:00Z,2025-04-12T00:00:00Z,2025-04-12T00:00:00Z,-1.7639253510893058,-0.005683422916769535
ES-model,ES,ES-synthetic,2025-04-12T00:00:00Z,2025-04-12T00:00:00Z,2025-04-12T00:00:00Z,2025-04-13T00:00:00Z,2025-04-13T00:00:00Z,-0.8400035810181922,0.008385215997641197
ES-model,ES,ES-synthetic,2025-04-13T00:00:00Z,2025-04-13T00:00:00Z,2025-04-13T00:00:00Z,2025-04-14T00:00:00Z,2025-04-14T00:00:00Z,0.2404296622046218,0.008275135528743252
ES-model,ES,ES-synthetic,2025-04-14T00:00:00Z,2025-04-14T00:00:00Z,2025-04-14T00:00:00Z,2025-04-15T00:00:00Z,2025-04-15T00:00:00Z,0.8952626819837963,0.0072161229746524145
ES-model,ES,ES-synthetic,2025-04-15T00:00:00Z,2025-04-15T00:00:00Z,2025-04-15T00:00:00Z,2025-04-16T00:00:00Z,2025-04-16T00:00:00Z,0.7033003005309489,-0.007353581257434778
ES-model,ES,ES-synthetic,2025-04-16T00:00:00Z,2025-04-16T00:00:00Z,2025-04-16T00:00:00Z,2025-04-17T00:00:00Z,2025-04-17T00:00:00Z,-0.8125402331927898,-0.03376568482840571
ES-model,ES,ES-synthetic,2025-04-17T00:00:00Z,2025-04-17T00:00:00Z,2025-04-17T00:00:00Z,2025-04-18T00:00:00Z,2025-04-18T00:00:00Z,-1.967031048149111,-0.00881931517758711
ES-model,ES,ES-synthetic,2025-04-18T00:00:00Z,2025-04-18T00:00:00Z,2025-04-18T00:00:00Z,2025-04-19T00:00:00Z,2025-04-19T00:00:00Z,-0.29917407269712004,0.002206755834437108
ES-model,ES,ES-synthetic,2025-04-19T00:00:00Z,2025-04-19T00:00:00Z,2025-04-19T00:00:00Z,2025-04-20T00:00:00Z,2025-04-20T00:00:00Z,-0.016133257556663616,0.01062227021222101
ES-model,ES,ES-synthetic,2025-04-20T00:00:00Z,2025-04-20T00:00:00Z,2025-04-20T00:00:00Z,2025-04-21T00:00:00Z,2025-04-21T00:00:00Z,0.3603727320450808,0.0019713313881718104
ES-model,ES,ES-synthetic,2025-04-21T00:00:00Z,2025-04-21T00:00:00Z,2025-04-21T00:00:00Z,2025-04-22T00:00:00Z,2025-04-22T00:00:00Z,-1.1948597138218646,0.003745858194076831
ES-model,ES,ES-synthetic,2025-04-22T00:00:00Z,2025-04-22T00:00:00Z,2025-04-22T00:00:00Z,2025-04-23T00:00:00Z,2025-04-23T00:00:00Z,-2.231721420630578,0.007418196739085372
ES-model,ES,ES-synthetic,2025-04-23T00:00:00Z,2025-04-23T00:00:00Z,2025-04-23T00:00:00Z,2025-04-24T00:00:00Z,2025-04-24T00:00:00Z,-1.2994762742098591,0.0034377872864749127
ES-model,ES,ES-synthetic,2025-04-24T00:00:00Z,2025-04-24T00:00:00Z,2025-04-24T00:00:00Z,2025-04-25T00:00:00Z,2025-04-25T00:00:00Z,-0.5253424818414416,0.005990427862467409
ES-model,ES,ES-synthetic,2025-04-25T00:00:00Z,2025-04-25T00:00:00Z,2025-04-25T00:00:00Z,2025-04-26T00:00:00Z,2025-04-26T00:00:00Z,-1.4533391218911262,0.005842451038936494
ES-model,ES,ES-synthetic,2025-04-26T00:00:00Z,2025-04-26T00:00:00Z,2025-04-26T00:00:00Z,2025-04-27T00:00:00Z,2025-04-27T00:00:00Z,-1.9619160501263464,0.002053457704088378
ES-model,ES,ES-synthetic,2025-04-27T00:00:00Z,2025-04-27T00:00:00Z,2025-04-27T00:00:00Z,2025-04-28T00:00:00Z,2025-04-28T00:00:00Z,-1.066307735746658,-0.008308838358750945
ES-model,ES,ES-synthetic,2025-04-28T00:00:00Z,2025-04-28T00:00:00Z,2025-04-28T00:00:00Z,2025-04-29T00:00:00Z,2025-04-29T00:00:00Z,-1.7930368515346062,-0.0003813851682674324
ES-model,ES,ES-synthetic,2025-04-29T00:00:00Z,2025-04-29T00:00:00Z,2025-04-29T00:00:00Z,2025-04-30T00:00:00Z,2025-04-30T00:00:00Z,-0.5566436350562499,0.013779519170514974
ES-model,ES,ES-synthetic,2025-04-30T00:00:00Z,2025-04-30T00:00:00Z,2025-04-30T00:00:00Z,2025-05-01T00:00:00Z,2025-05-01T00:00:00Z,0.8293814771363663,0.022058534785498178
ES-model,ES,ES-synthetic,2025-05-01T00:00:00Z,2025-05-01T00:00:00Z,2025-05-01T00:00:00Z,2025-05-02T00:00:00Z,2025-05-02T00:00:00Z,-0.7942160868565844,0.012854468621183241
ES-model,ES,ES-synthetic,2025-05-02T00:00:00Z,2025-05-02T00:00:00Z,2025-05-02T00:00:00Z,2025-05-03T00:00:00Z,2025-05-03T00:00:00Z,-1.0954193490755735,0.019571877612736897
ES-model,ES,ES-synthetic,2025-05-03T00:00:00Z,2025-05-03T00:00:00Z,2025-05-03T00:00:00Z,2025-05-04T00:00:00Z,2025-05-04T00:00:00Z,0.6253209618680858,0.007250725212449552
ES-model,ES,ES-synthetic,2025-05-04T00:00:00Z,2025-05-04T00:00:00Z,2025-05-04T00:00:00Z,2025-05-05T00:00:00Z,2025-05-05T00:00:00Z,1.43486518678563,0.016470769490430408
ES-model,ES,ES-synthetic,2025-05-05T00:00:00Z,2025-05-05T00:00:00Z,2025-05-05T00:00:00Z,2025-05-06T00:00:00Z,2025-05-06T00:00:00Z,2.6365426108709284,0.014804580937143296
ES-model,ES,ES-synthetic,2025-05-06T00:00:00Z,2025-05-06T00:00:00Z,2025-05-06T00:00:00Z,2025-05-07T00:00:00Z,2025-05-07T00:00:00Z,0.9452910215938228,-0.004176763636823658
